transcript,annotator,pounds_or_dollars,numbers,contains_misspelt_number,potential_misspellings
"S: Hi, welcome to ShefBurger. How can I take your order today?
C: Can I get a cheeseburger in a combo, please?
S: Yes, of course. Would you like a large or regular combo?
C: A large one.
S: And for the side, what would you like?
C: Fries and a Diet Coke.
S: Fries and Diet Coke. Yep. Anything else for you today?
C: Yeah, can I also get a vegan Whopper in a combo?
S: A vegan Whopper.  I'm -- let me have a check. Oh yeah, we do vegan Whopper.
C: Great.
S: Do you want it to be in a combo?
C: Yeah, a regular one this time.
S: Yep. And for the side?
C: Fries and a Fanta.
S: Fries and a Fanta. Lovely. Anything else for you today?
C: No, that's all. But could you tell me how much it is?
S: It's nineteen sixty seven.
C: Oh wow. Can you -- that seems quite a lot. Can you tell me what's in my order?
S: It's a cheeseburger in a large combo with fries and Diet Coke and a Whopper, and then another combo with a vegan Whopper, and then it's a regular combo with fries and Fanta.
C: Yeah, so the Whopper is too much. Can we remove the Whopper?
S: Did you want to remove the Whopper --
C: Completely.
S: The item or the combo?
C: No, the Whopper.
S: Okay, yeah, no problem. That's thirteen eighty.
C: Yeah, that's alright.
S: Okay, if you could go to our next window and we'll collect your payment there. Thank you very much.
C: Great, thanks.",jbjc,0,0,False,
"S: Hi, welcome to ShefBurger. How can I take your order today?
C: Can I get a crispy chicken wrap, please?
S: A crispy chicken -- what, sorry?
C: A crispy chicken wrap.
S: Yep. And did you just want the item or did you want to make it a combo?
C: Just the item.
S: Yep, no problem. Anything else for you today?
C: Did you want a chicken wrap or chicken nuggets? Can we get another chicken wrap, please?
S: Yep. And still also crispy?
C: Yeah, as crispy as it gets, please.
S: No problem.
C: How much would it be together?
S: It's eight fifty eight.
C: I'm afraid you can't have a chicken wrap. How about nuggets? Can I replace one of the chicken wraps with small nuggets?
S: Yes, of course you can. Small nuggets and what sauce would you like?
C: No, actually I stick to the second chicken wrap, not the nuggets, sorry.
S: Okay, no problem. So you got two chicken wraps, crispy chicken wraps. Is that all?
C: Actually we just have one chicken wrap.
S: Okay, no problem. That's four twenty nine.
C: Yeah, do you know how long that's going to take?
S: I think usually -- it'll probably take like five minutes, but I don't know.
C: Great. Yeah, no, it would be lovely if you could speed that up a little, but that's all.
S: Yeah, yeah, I'll tell the kitchen.
C: Thanks.
S: Thank you. If you could go to the next window and we'll collect your payment there.",jbjc,0,0,False,
"S: Hello, welcome to ShefBurger. How can I help?
C: I'd like an orange juice.
S: An orange juice. Perfect. Anything else today?
C: Yeah, I'll have chicken nuggets in a combo, please.
S: Chicken nuggets in a combo. We don't do chicken nuggets in a combo, I'm afraid.
C: That's a shame. I'll just have the chicken nuggets then.
S: Okay. Do you want small, regular or share box?
C: Share box.
S: And what sauce would you like with that, sir?
C: What would you recommend?
S: I quite like the sweet chilli, if you can handle a little bit of spice, but most people go for ketchup, ((they're a bit)).
C: I'll have mayo.
S: You want mayo?
C: Yeah.
S: Okay. And how many of those would you like?
C: As many as I can get for free.
S: Okay, I'll give you four, okay?
C: Yeah, that's great.
S: Anything else for you?
C: Yeah, can I get two large fries, please?
S: Two large fries? Let me just put those on. Great. Anything else?
C: No, that's it.
S: Perfect.
C: Can I ask you how much it is?
S: Yeah, so that's fourteen pounds twenty six.
C: Ooh, I'm afraid that's a bit too expensive.
S: Okay, well, the most expensive thing is the share box of nuggets. That's six ninety nine if you want to take that off.
C: Can I just get small nuggets instead?
S: Okay, yeah, let me just take that off and add the small nuggets. I'll still give you lots of mayo though. So that's eleven pounds ninety six.
C: Can we get an apple pie as well?
S: Another what, sorry?
C: An apple pie.
S: Apple pie. And let me just check that. So that brings you up to thirteen ninety five.
C: Yeah, a bit over budget, but sometimes you gotta splurge.
S: You do.
C: How many calories is that?
S: That is one thousand four hundred and ninety six, sir.
C: Yeah, that's alright.
S: Okay, great. Well, it will take payment at the next point. Your food will be about -- well, there's a few minutes wait, but your food will be back with you shortly. Thanks.
C: Lovely, thank you.",jbjc,0,0,False,
"S: Hello, welcome to ShefBurger. Can I take your order, please?
C: Yeah, I'll have a large coke, please.
S: A large coke, and do you want anything else today?
C: Yeah, can we get a chicken wrap, please?
S: Chicken wrap. Do you want that as a combo or ((with)) -- just up on its own?
C: Yeah, on its own, please.
S: Perfect. Anything else for you today, sir?
C: No, that's it. Thanks.
S: Great. So that's a large coke and a chicken wrap. That'll be six pounds seventy eight. If you go through to the next point, we'll take payment and your food will be out with you shortly. Have a good day.
C: Great. Thank you.",jbjc,0,0,False,
"S: Welcome to ShefBurger, how can I take your order today?
C: Can I get a double cheeseburger please?
S: Yes, of course.
C: And can I remove the ketchup on it?
S: Yes, you can. Remove the ketchup. Yep, anything else for you?
C: Yeah, can I get a regular Coke please?
S: Regular Coke, yep.
C: And another double cheeseburger but in a combo?
S: Yep, would you like a large or regular?
C: Just a regular one.
S: And for the side, what would you like?
C: Fries and a water.
S: Fries and a water, yep.
C: Great, that's all.
S: That's -- that will be eleven forty eight, if you could come to the next window we'll collect your payment there.
C: Yeah, thank you.
S: Thank you, bye.",jbjc,0,0,False,
"S: What can I get for you? 
C: Hi, does the Big Mac have onions on? 
S: Well, does it? I don't know. Yeah.
C: Well I'm asking you. 
S: I can take them off for you. 
C: Yeah, could you get the... I'll get a Big Mac with no onion then please. 
S: Yeah, I guess so. What else? 
C: Um, can I get that in a combo? 
S: Well, yeah sure. One second, bear with me. Regular or large? 
C: I'll be a large please with fries and an orange juice. 
S: What was the last one you said, sorry? 
C: With fries and an orange juice. 
S: There you go, anything else? 
C: Uh, yeah, two chicken wraps, one grilled and one fried. 
C: Actually, sorry, I've just realised I'm vegetarian. Could I get one of those as a veggie wrap? The crispy one. 
S: Let's start with the wraps again, what's the first one you want? 
C: So, a grilled chicken wrap. 
S: Yeah. 
C: And then a veggie wrap. S: Got you, anything else? 
C: Uh, no, that's all, thank you.",jlyc,0,0,False,
"S: Hello, welcome to ShefBurger, how can I help you? 
C: Hi, I'll- I'd like to have a large Mambo combo with... 
S: A large Mambo combo, which main would you like? 
C: Chicken wrap, crispy chicken wrap. 
S: And what's... sorry, a large Mambo combo, right? 
C: A large one, yes. 
S: And would you like it with fries or a fruit bag? 
C: Fries. 
S: Fries. 
C: And a Sprite Zero, please. 
S: And a Sprite Zero, certainly. Is there anything else for you? 
C: Yep, can I get another small Coke Zero, please? 
S: Small Coke Zero, okay. Yep, no problem. Anything else? 
C: Can I get a cheese bites? 
S: Cheese bites, yeah, certainly. What sauce would you like with that?
C: Can I get BBQ sauce? 
S: Yeah, certainly. 
C: How many can you get me, actually? 
S: I could give you probably three BBQ sauces. 
C: Yeah, that sounds good. 
S: Is that all for you today? 
C: Can I ask how many calories are in my order? 
S: Yeah, certainly. That's thirteen hundred and forty calories total. 
C: Okay, um , yep, I guess that's fine for me. Anything else for you guys today? 
C: Can I... yep, can we get another cheeseburger? 
S: A cheeseburger, certainly. In a combo or on its own? 
C: Just the item, please. 
S: Just the item, certainly. And, is that all? 
C: Yep. 
S: Great, thank you. That's fifteen o six. If you go along to the next window, you can pay. 
C: Okay, that's all right. 
S: Cheers. 
C: Thank you. 
S: Bye.
C: Bye.",jlyc,0,0,False,
"S: Hello, welcome to ShefBurger, how can I help you today? 
C: Hi, can I get a Big Mac in a large combo please? 
S: Sorry, that was a Big Mac? 
C: Yes, in a large combo please. 
S: In a large combo, okay sure. Would you like fries or a fruit bag? 
C: Fries please. 
S: Fries and? 
C: And Fanta for the drink. 
S: Which drink? 
C: Fanta for the drink. 
S: Sorry, I didn't get that. 
C: Fanta, Fanta in the drink please. 
C: Yeah, just one second. Can I get another regular combo please with chicken wrap? 
S: Another regular combo with a chicken wrap, okay. 
C: Yep, can I have it fried? 
S: And is that with fries and a drink? 
C: Yes, fries. Actually, can I get the chicken wrap fried? 
S: Can you get the chicken wrap fried? Yeah, certainly. 
C: And for the fries, do you put a lot of salt on it? 
S: We use a fair amount of salt, yes. 
C: Can I get extra salt then? 
S: Yeah, sure. 
C: Thank you. 
S: I'll tell the kitchen to do that for you. And what drink would you like in this combo? 
C: Fanta. 
S: Fanta? 
C: Yep. And can I get another Mambo combo please? 
S: Another Mambo combo. Which main would you like? 
C: This time grilled chicken wrap please. 
S: Grilled chicken wrap, certainly. And? 
C: With fries and coke please. 
S: Is this a regular or a large combo? 
C: It's a regular combo. 
S: A regular combo. With fries and? 
C: Coke. 
S: Coke. 
C: Did you say you want anything?
C: A veggie wrap please. 
S: A veggie wrap, okay. Would you like that in a combo or? 
C: Just the item please. 
S: Just the item, certainly. Anything else for you? 
C: Actually, I'm a vegetarian so is there any changes to the order? 
S: Well, so the Big Mac and chicken wraps are not vegetarian. 
C: Okay. 
S: We offer a veggie wrap and a vegan whopper. 
C: Okay, can I have- have them in two combos please? 
S: Instead of? 
C: Instead of Big Mac and chicken wrap. 
S: Certainly. Which chicken wrap would you like to get rid of? The grilled or the fried one? 
C: The two regular ones please. 
S: The two regular ones. 
S: Sure. So that's a Big Mac, regular combo with fries and a Fanta. And... 
S: Sorry, a vegan whopper.
C: We got a veggie wrap for you. 
S: Regular combo with fries and a Fanta, and also a veggie wrap combo with fries and a Fanta as well I believe. Is that correct? 
C: Yep. Thank you very much. Sorry for not informing you in the first place. 
S: No, that's quite alright. If you just go along to the next window to pay, that's twenty three eighty six. 
C: Yep, that's fine. Thank you.",jlyc,0,0,False,
"S: Hello, the ShefBurger, what can I get for you today? 
C: Hi, could I get a Mambo combo?
S: Yeah, certainly what would you like with it? 
C: You got any chicken nuggets in the combo? 
S: Yeah, what size would you like? 
C: I'll get a regular, please 
S: Yeah, just bear with me one second, first day on the job. 
C: Yeah sure.
S: What kind of sauce would you like? 
C: I'll get a ketchup with that. 
S: Yeah, that's great. I sadly can't put that in a combo for you. 
S: Ah. Okay, well that that's fine. I'll get a small fries, just as a separate item then. 
S: Great, anything else for you? 
C: Yeah, I just want a Big Mac 
S: Bear with me one second. 
C: You know that is? 
S: Yeah, I found it. Would you like that as an individual item on a combo? 
C: Yeah, just as an individual item. I don't like combos. 
S: Anything else for you? 
C: Um no, I'm happy with that, thanks. 
S: That's great. Please leave a good review. 
C: Sure. 
S: That will be eleven pounds and seven at the next window. 
C: Yeah, okay.",jlyc,0,0,False,
"S: Hi, welcome to Shefburger. What can I get for you today? 
C: Um can I get a regular Mambo combo please. 
S: Regular Mambo combo, with what main? 
C: With a veggie wrap.
S: A veggie wrap, certainly. Would you like fries or a fruit bag? 
C: Actually can I have the veggie wrap with- without the sweet chilli sauce and onion?
S: Without the sweet chilli sauce, yeah, we can do that for you.
C: And also the red onion?
S: No red onion? Sure. And then you're getting that in a regular combo. Would you like fries or a fruit bag? 
C: Fries, please, and water. 
S: And the drink? 
C: Water.
S: A water, certainly. Anything else for you? 
C: No, that's everything. 
S: That's everything. Okay. That's five seventy nine. Go along to the next window you can pay. 
C: Yep. Thank you. 
S: Thank you. 
C: Bye.",jlyc,0,0,False,
"S: Hi, welcome to ShefBurger. How can I take your order today? 
C: Can I get a chicken wrap but in a combo please? 
S: Yep, chicken wrap in a combo. Would you like a regular combo or a large combo? 
C: Regular please. 
S: Yep, and for the side and the drink, what would you like? 
C: Fries and a water. 
S: Fries and a water. Yep, is that everything for today? 
C: Yeah, I just like the fries extra crispy though. 
S: Just the fries? 
C: No, like the ones in the combo, I just like them crispy. 
S: Sorry, I don't think we have that option for you. 
C: Ah, that's a shame. 
S: Sorry about that. Is that everything for today? 
C: Yeah, that will be it. 
S: Okay, it's five seventy nine. If you could go to the next window, we'll collect your payment there. 
C: Great, thank you. 
S: Thank you, bye.",jlyc,0,0,False,
"S: What do you want? 
C: I got a big party tonight, so I've got a... 
S: Yeah I don't... like what do you want? 
C: Um a Mambo combo, please, with a chicken wrap. 
S: Yeah like what size do you want? 
C: It's a regular.
S: Regular? Large? 
C: Regular, please.
S: Yeah great.
C: Crispy chicken wrap with no balsamic dressing. 
S: I mean yeah, give me a second. I got to change it to a crispy one now.
C: Sorry.
S: Crispy, regular combo. What side?
C: I- So I need no balsamic dressing on the - on the wrap, I'm afraid.
S: Yeah, look I can't change that for you. 
C: Okay, we'll just remove ourselves. Fries with that and a coca-cola. 
S: Yeah.
C: And then we'll also get a veggie wrap and a cheeseburger.
S: Just individual items there? 
C: Yeah, just individual items.
S: Great, the second was a cheeseburger right? 
C: Yeah cheeseburger. That's everything. 
S: Great. Thanks.
C: Okay, cheers.",jlyc,0,0,False,
"S: Hello, welcome to ShefBurger, what can I get for you? 
C: Uh yeah, can I get two- two Zinger burgers please? 
S: Uh yeah, no problem. 
C: Uh no, I want those in combos. 
S: Great, that works as well. Regular or large combo? 
C: Uh one regular, one large. 
S: Let's start with the regular then. What side and what drink? 
C: Um, fries and a Diet Coke please. 
S: Um yeah. 
C: No, you've got that wrong. Um it's a Sprite Zero with that one. 
S: Okay, one second. So fries... 
C: We've waited quite a long time to get here. 
S: A fries and a Sprite Zero right? 
C: Yeah, fries and a Sprite Zero. 
S: Great, what do you want in the other combo? 
C: A Zinger burger with fries and Diet Coke. 
S: And a Diet Coke, is that right? 
C: Yeah, that's correct. 
S: Great. Anything else for you? 
C: Um yeah, my son wants a chicken wrap as well. Yep. He's a... he's greedy. 
S: Crispy or fried? 
C: Uh, I'd like it crispy please. 
S: Great. Anything else? 
C: Uh no, that's all. 
S: That will be eighteen seventy seven at the next window. 
C: Okay.",jlyc,0,0,False,
"S: Hi there, welcome to ShefBurger. What can I get for you today? 
C: Hi, can I get a small Coke Zero please? 
S: A small Coke Zero, certainly. Anything else? 
C: And a small Sprite Zero. 
S: Small Sprite Zero as well. All about the drinks. Any food for you today? 
C: Can I get a Whopper, a vegan Whopper please? 
S: A vegan Whopper, sure. Would you like that in a combo? 
C: Nope, just the item. 
S: Just the item on its own. You could get one of these drinks in a combo and it might be cheaper for you. 
C: No, it's fine. I don't want the side. 
S: You don't want the side, okay. Anything else? 
C: Actually, for the Whopper, can I get it with vegan cheese? I'd like to have vegan cheese.
S: Yes, certainly. Vegan Whopper with vegan cheese. 
C: And without pickle or onion.
S: Without pickle or onion, certainly. Is there anything else for you today? 
C: Is there anything spicy in my order? 
S: No, the Whopper doesn't have anything spicy in it. 
C: Okay, great. Then that's all. Okay, can I get another veggie wrap? 
S: You get a veggie wrap, certainly. Would you like that in a combo or?
C: Nope, just the item please. 
S: Just the item, sure. Is that everything for you today? 
C: Do we have to pay for the extra vegan cheese? 
S: The vegan cheese is fifty p on top of the price of the Whopper, yeah. 
C: Really? It's only fifteen p. I want to have it. I'm going to have it. That's all. 
S: That's all. Okay, yeah. That's fourteen forty six. If you go along to the next window, you can pay. 
C: Yep, thank you. 
S: Cheers, bye. 
C: Bye.",jlyc,0,0,False,
"S: Hello, welcome to ShefBurger. What can I get for you? 
C: Hi, can I get a... a Schwippy please. 
S: Uh, yeah, just bear with me one second. 
C: You're not out of those, right? 
S: What size would you like? 
C: A small Schwippy please. 
S: Yeah, Smarties or Oreo? 
C: Uh, oh, it's gotta be Smarties, for sure. 
S: Great, anything else? 
C: Um, yeah, I'll get a Coke as well. 
S: Diet. Diet Coke, what size? 
C: Um, also a small. 
S: Great. Anything else? 
C: No, that's everything. 
S: That will be three eighteen at the next window. 
C: Oh, great, thank you. 
S Thanks.
S: Thanks.",jlyc,0,0,False,schwippy
"S: Hello, welcome to ShefBurger, how can I help you? 
C: Hi, can I just get a large orange juice please? 
S: Sorry, I'm afraid that the orange juice is prepackaged so we only have one size. 
C: Okay, then I'll have two orange juice please. 
S: Two orange juices, certainly. 
C: Yeah. 
S: Anything else for you? 
C: Anything else? Another Fanta please. 
S: You want a Fanta, okay. 
C: Without ice. 
S: Is that a small, a regular or a large? 
C: A large one please. 
S: A large Fanta with no ice. Anything else for you today? 
C: That's everything. 
S: Okay, that's seven pounds seven. If you go along to the next window you can pay. 
S: Yep, thank you. Cheers, bye. 
C: Bye.",jlyc,0,0,False,
"S: Hi there, welcome to ShefBurger. Can I take your order please?
C: Hello, could I get a Diet Coke please?
S: Yep, would you like regular or large?
C: I'd like a large please.
S: Yep, no problem. Anything else?
C: Can I get a -- Do you do a double cheeseburger?
S: Yep, it'll come through as a cheeseburger and an extra beef patty.
C: Okay, could you do me a double cheeseburger but no pickles?
S: Yep, certainly.
C: I'll -- I'm actu- -- yeah so the cheeseburger, does it -- is that like a vegetarian form?
S: It is not, no, but we do offer a vegan whopper.
C: What's in the vegan whopper?
S: In a vegan whopper, you get the plant-based patty, tomato, lettuce, mayo, pickles, ketchup and onion.
C: Okay, that's sounds good. Could I get the vegan whopper but no pickles obviously? 
S: Yep, no problem. Would you like an extra patty on that to make it a double?
C: Yeah, yeah. 
S: Okay, is there anything else?
C: Do you guys want -- Do you not want a shwippy? Sure?
S: I highly recommend the shwippy. 
C: Could we get one shwippy?
S: Yep, what flavour would you like?
C: Oreo.
S: Yep, small or regular?
C: Regular.
S: Yep, no problem. Is that everything for you today?
C: That's everything.
S: Cool, round to the next window please.
C: Cheers! (())",mz,0,0,False,actu
"S: Hi welcome to ShefBurger. What can I get for you?
C: Hi, can I get a cheeseburger, just on its own please?
S: Yep.
C: Can you get kind of extras on that like extra bacon?
S: Uh, yeah I can get you an extra beef patty and extra bacon.
C: Yeah, extra both would be great.
S: Okay, anything else?
C: Uh, one second. Yeah and a coke zero as well please.
S: Yeah, what size?
S: Small, regular or large?
S: Yep, you can.
S: Anything else?
C: That's everything. Thank you.
S: Seven ninety eight at the next window.",mz,0,0,False,
"S: Hello, welcome to Shefburger. How may I help you today?
C: Good morning. Can I have a Mambo Combo please?
S: Yes, what would you like in the Mambo Combo?
C: I'll have a regular whopper, fries, Diet Coke and could you please make it large? The Mambo Combo, not the Diet Coke.
S: Apologies. Could you repea- please repeat what the main item is that you would like in the Mambo Combo?
C: A regular Whopper.
S: A regular?
C: Whopper.
S: Whopper, okay brilliant. I'll just put that in for you.
C: Thank you.
S: And that's -- is that a regular or a large Mambo Combo?
C: A large one, thank you.
S: And you said that would be with fries?
C: Fries, yes, and Diet Coke.
S: Would you like salt on the fries or no?
C: No, thank you.
S: No salt, okay. And what drink did you want?
C: Yeah, that's a bit weird. Maybe the fries and the Diet Coke are large. C: Also can I get a Big Mac please? 
S: Sorry, could you first say what drink you would like with the whopper Mambo Combo?
C: Diet Coke. 
S: Okay brilliant.
S: And is that with ice or no ice?
C: Wha -- what do you think? Ice, yeah, with ice please.
S: Okay brilliant. And you said you wanted a second Mambo Combo? C: Sorry, sorry, what did you say?
S: Did you want a second Mambo Combo?
C: No, no.
S: Just one? Okay, would you like anything else?
C: Could I have a Big Mac as well please?
S: A Big Mac?
C: Yeah.
S: Brilliant. And is that -- would you like anything removed from that Big Mac or no?
C: No.
S: Okay. Is there anything else I can get for you today?
C: No, this is it.
S: Okay brilliant. So we have a Mambo Combo, Large with a Whopper, large fries with no salt and a large Diet Coke. And then we have a Big Mac on its own. Is that everything?
C: Yeah, that's correct.
S: Okay, that comes to twelve pounds seventy eight.
C: That's a lot. 
S: If you'd like to go to the next window to pay and then to collect your food. Have a nice day!
C: Okay, thank you and you too.",mz,0,0,False,"repea, wha"
"S: Hi there, welcome to ShefBurger. Can I take your order please?
C: Sorry. Could I get a Mambo Combo large please?
S: Yep, no problem.
C: Chicken wrap, grilled.
S: Yep, regular or large combo.
C: Large, large. Wind down the windows! 
S: What size would you like?
C: Fries.
S: And drink?
C: Coke please.
S: No problem. Anything else?
C: Chicken nuggets.
S: Yeah, small, regular?
C: Regular. Wait, what's that? Yeah, no, let's make that share box.
S: Yeah, good choice.
C: Like can we get loads of ketchup? Like what's the maximum ketchup you can add on?
S: I think there's about 20 nuggets, so let's go for like 10 ketchups.
C: Yeah, two ketchup per nugget. 
S: Yeah.
C: Yeah, you know that. 
S: Perfect.
C: And actually no, that's everything.
S: Great, that will be thirteen twenty eight at the next window please.
C: Okay, thanks.",mz,0,4,False,ketchups
"S: Hi there, what can I get for you today?
C: Oh hey, could I get a regular Mambo combo? You call that singing? Could I get the Big Mac please?
S: Yep, no problem. Is that a regular or large combo?
C: A regular please. You're not ((at)) a singing recording section.
S: And what side would you like?  We got fries or fruit bag?
C: Can we get fries and can I get that with a Coke Zero?
S: Yep, no problem. Anything else for you today?
C: Yeah, could I get a vegan Whopper?
S: Yep, would you like that as a combo as well?
C: No, but does the vegan Whopper come with vegan cheese?
S: Yep, it does, yep.
C: Okay, great. No, I think that's it. Do you guys -- do you guys want to?Okay, well, I do. Can -- that's -- that's everything, yeah.
S: Great, thank you. That's twelve twenty-eight. Come to the next window when you're ready please.
C: Cheers.",mz,0,0,False,tookay
"S: Hi, welcome to ShefBurger. How can I help you?
C: Hi, can I get a veggie wrap please?
S: A veggie wrap, certainly. Would you like that in a combo or on its own?
C: Yeah, large combo please.
S: Large combo, sure. Would you like it with fries or a fruit bag?
C: Definitely fries.
S: Definitely fries. And what drink would you like today?
C: (()) a bottle of water. 
S: A bottle of water, certainly. Will there be anything else?
C: And I want to get a Big Mac as well, but could you let me know how many calories it is?
S: It's four hundred and ninety-three calories in a Big Mac.
C: Okay, I'll skip the Big Mac today. 
S: You'll skip the Big Mac, so that's everything.
C: Yep, Zinger burger as well please.
S: Zinger burger, certainly.
C: As a meal or just on its own?
S: Would you like that in a combo or?
C: On its own please.
S: On its own. Is that everything?
C: That's everything, thank you.
S: That's everything, great. That's eleven seventy-eight, if you go along to the next window you can pay.
C: Cheers.
S: Okay, thank you.",mz,0,0,False,ninetythree
"S: Hi, welcome to ShefBurger, what can I get for you?
C: Hi, I've got like a serious issue with pickles. Is there any pickles on any of the wraps or the Zinger Burger?
S: Could you repeat that? Sorry, it's very loud in your car.
C: Will you keep your voice down? Just a little bit, a little bit. Just you can talk but just a bit quieter.
C: Are there any pickles on the Veggie Wrap or the Zinger Burger?
S: Let me check the Veggie Wrap. No, there doesn't seem to be any pickles on the Veggie Wrap.
C: Okay, and the Zinger Burger, pickle free?
S: Zinger Burger, there don't seem to be pickles on it either.
C: Okay, perfect, I'll get both of those then please.
S: Yep, anything else?
C: You can't have a Coke, because I've got a limited budget and I can't afford it, sorry. 
C: Yeah, seems fair. Okay, if you could take off the Veggie Wrap and add a Coke on, that'd be great.
S: Yeah, regular Coke?
C: No.
S: A regular Coke?
C: Yes, please.
S: Which size?
C: Yeah, small regular.
S: Is that all?
C: That's everything, thank you.
S: Great, thanks, that's seven pounds eight at the next window.",mz,0,0,False,
"S: Hi, welcome to ShefBurger. What can I get for you?
C: Could I get a large fries?
S: Uh, certainly, one second. Yep, large fries. 
C: And an apple pie.
S: An apple pie. Yeah, just bear with me one second. 
C: Jesus.
S: Yep. 
C: And an apple and grapefruit bag, please.
S: Sorry, what was that?
C: Um, an apple and grapefruit bag?
S: Yep. Anything else?
C: Anything for anybody? And a Coke, please.
S: Yeah, what kind of Coke and which size?
C: Regular, with ice. Great. Is that everything?
S: That's everything, thank you. 
S: That's seven forty-seven, then.",mz,0,0,False,
"S: Hello, welcome to ShefBurger. How may I help you today?
C: Hi, could I please just get a veggie wrap, please?
S: Yes, certainly.
C: What -- do you want anything?
S: Would you like that as a Mambo combo or no?
C: Would you like a Mambo Combo? 
C: Would you like anything at all? Apple pie. Okay, no Mambo Combo, but just a veggie wrap and a apple pie. 
S: Okay, just give me a second. Yeah, there we go. Okay, that's been added to your order. Would you like anything else?
C: Could you let me know the, you know, how much calorie is in the wra- veggie wrap?
S: In the veggie wrap?
C: Yeah.
S: There are three hundred and sixty-five calories. I don't want it. Never mind. Okay. Yeah. Yeah, that's -- that would be my order. So a veggie wrap and an apple pie.
S: Is that everything?
C: Yep.
S: Okay, brilliant. Okay, that's a veggie wrap and a regular apple pie. That comes to six pound twenty eight.
C: Okay.
S: If that will be all then please head to the next window to pay and to collect your items. 
C: Okay. Thank you.
S: Thank you. Have a good day!
C: You too. Bye.",mz,0,0,False,wra
"S: Hi there, can I take your order please?
C: Um, could I -- could I get some small fries please?
S: Yep, certainly, is everything okay there today?
C: Um, yeah, no, just take my order please.
S: Anything else?
C: Um, can we get a large Mambo Combo? It's the only thing that's gonna cheer me up.
S: Yep, um. Um, (()) Mambo Combo would you like?
C: Could I get a veggie wrap please?
S: Yep, is the veggie wrap a combo?
C: Um, yeah, in the Mambo Combo.
C: With fries.
S: Yep, um, what drink would you, could I get you to cheer you up today?
C: Orange juice! It's just allergies!
S: Yeah, is there anything else I can get for you today?
C: No!
S: Okay, that'll be seven thirty-eight at the next window please.
C: (()) thanks!",mz,0,0,False,
"S: Hello, welcome to ShefBurger. What can I get for you?
C: Can I get a Zinger Burger as a combo please?
S: Yeah, surely. Large or regular combo?
C: Large.
S: Great, what side?
C: Fries and a Diet Coke to drink.
S: And a Diet Coke, great, anything else?
C: Can I get a fruit bag?
S: Yeah.
C: What fruits in the fruit bag?
S: Uh, apples and grapes.
C: Sounds good.
S: Anything else, ((is that all))?
C: Anything else, anyone? And a Coke Zero please. 
S: And a Coke Zero, yeah, surely, what size would you like?
C: What size would you like?
S: Small, regular or large?
C: Yep, large Coke Zero.
S: Great. Anything else?
C: That's everything. 
S: That will be ten eighty-seven at the next window.
C: Thank you.",mz,0,0,False,
"S: Hello, welcome to Chef Burger. How may I help you today? 
C: Could I get a large Mambo combo please? 
S: Yes, certainly. 
C: With a regular Whopper, fries and orange juice. 
S: Was that a Whopper or a vegan Whopper? 
C: Just a Whopper, regular. 
S: Okay, would you like that to be a large or a regular combo? 
C: Large combo. 
S: Okay, and did you say fries in that? 
C: Yes. 
S: And what drink? 
C: Orange juice. 
S: Did you want salt on the fries? 
C: Yes, please.
S: Okay, and you wanted orange juice. Do you want ice with that?
C: Yeah, why not? 
S: Okay. Would you like anything else? 
C: Could I also get a regular Sprite Zero please? 
S: Yes, certainly. Would you like ice with a regular Sprite Zero? 
C: Yes. And could we also get a Coke Zero you said? Yeah, with ice please. 
S: Is that a regular Coke Zero? 
C: A large one. 
S: Okay, brilliant. And with ice? 
C: Yes. 
S: Okay. Would you like anything else? 
C: Yes, and another Mambo combo with chicken wrap. 
S: Okay. 
C: With grilled chicken in it. 
S: Would you like that to be a regular or a large Mambo combo? 
C: A large one. 
S: And what would you like with it? 
C: A grilled chicken wrap, fries and just a water please. 
S: Sorry, you said a grilled chicken wrap. 
C: Yes. 
S: Is that fried or crispy? 
C: No, it's neither. It's grilled. It's salt. 
S: Okay, and that was a large and that was with? 
C: Fries and water. 
S: Would you like salt on the fries? 
C: Yes. 
S: And the water, would you like ice with it?
C: No, I'll be fine. Also, I'm allergic to pickles, so could you make sure that there's no pickles in my order? 
S: Yes, just give me a second. 
C: Thank you. 
S: There are pickles in the whopper. 
C: Okay, could you please remove that? 
S: Yes, absolutely. 
C: Thank you. 
S: So that is. If you just give me a second, it seems I'm having a few technical difficulties. 
C: That's alright, don't worry about it. 
S: There we go. There we go. 
C: You'll be home soon. 
S: My apologies for the delay
C: That's alright. 
S: but I have just confirmed your order. Would you like anything else? 
C: Could you let me know the total calorie intake in my order? 
S: Yes, so the total calorie intake for all of your items is 1,928. 
C: Okay, that would be everything that I'm ordering. 
S: Brilliant. Okay so.
C: Where do I get to pay? 
S: You would pay at the next window just to confirm your order. You've ordered a regular Sprite Zero, a large Coke Zero, a large Mambo Combo with a chicken wrap, large fries and water with no ice, and then another large Mambo Combo with whopper with no pickles, large fries and regular orange juice. 
C: Yes, that's correct. 
S: Brilliant. Okay, then if you'd like to pay at the next window and then collect your items there as well. 
C: Yeah, of course. Thank you.
S: Thank you. Have a good day.",pg,0,4,False,
